Episode,Season,Title,Location,Speaker,Context,Text
34,2,[Corridor],sickbay,Kirk,,"Sir, the delay would be, at most, a day. I can hardly believe that"
34,2,[Corridor],sickbay,Komack,,You will proceed to Altair Six as ordered. You have your orders. Starfleet out.
34,2,[Corridor],sickbay,Mccoy,,"Well, that's that."
34,2,[Corridor],sickbay,Kirk,,"No, it's not. I know the Altair situation. We would be one of three starships. Very impressive, very diplomatic, but it's simply not that vital."
34,2,[Corridor],sickbay,Mccoy,,You can't go off to Vulcan against Starfleet orders. You'll be busted
34,2,[Corridor],sickbay,Kirk,,"I can't let Spock die, can I, Bones? And he will if we go to Altair. I owe him my life a dozen times over. Isn't that worth a career? He's my friend. Bridge. Navigation."
34,2,[Corridor],bridge,Chekov,,Bridge. Navigation.
34,2,[Corridor],sickbay,Kirk,,"Mister Chekov, lay in a course for Vulcan. Tell Engineering I want warp eight or better. Push her for all she'll take."
34,2,[Corridor],sickbay,,"Nurse Chapel leaves Sickbay, beaming.",
34,2,[Corridor],bridge,Chekov,,"Course already plotted. Laying it in, sir."
34,2,[Corridor],sickbay,Kirk,,"I see. Very well. Carry on, Mister Chekov. Kirk, out."
34,2,[Corridor],spock's quarters,,"Spock is lying on his bed, apparently asleep. Christine thinks about touching him and then goes to leave.",
34,2,[Corridor],spock's quarters,Spock,,Miss Chapel.
34,2,[Corridor],spock's quarters,Chapel,,"Yes, Mister Spock?"
34,2,[Corridor],spock's quarters,Spock,,"I had a most startling dream. You were trying to tell me something, but I couldn't hear you. It would be illogical for us to protest against our natures. Don't you think?"
34,2,[Corridor],spock's quarters,Chapel,,I don't understand.
34,2,[Corridor],spock's quarters,Spock,,Your face is wet.
34,2,[Corridor],spock's quarters,Chapel,,I came to tell you that we are bound for Vulcan. We'll be there in just a few days.
34,2,[Corridor],spock's quarters,Spock,,Vulcan. Miss Chapel.
34,2,[Corridor],spock's quarters,Chapel,,My name is Christine.
34,2,[Corridor],spock's quarters,Spock,,"Yes, I know, Christine. Would you make me some of that plomeek soup?"
34,2,[Corridor],spock's quarters,Chapel,,"Oh, I'd be very glad to do that, Mister Spock."
34,2,[Corridor],turbolift,Kirk,,Bridge.
34,2,[Corridor],turbolift,Spock,,"It is obvious that you have surmised my problem, Doctor. My compliments on your insight. Captain, there is a thing that happens to Vulcans at this time. Almost an insanity, which you would no doubt find distasteful."
34,2,[Corridor],turbolift,Kirk,,Will I? You've been most patient with my kinds of madness.
34,2,[Corridor],turbolift,Spock,,Then would you beam down to the planet's surface and stand with me? There is a brief ceremony.
34,2,[Corridor],turbolift,Kirk,,Is it permitted?
34,2,[Corridor],turbolift,Spock,,"It is my right. By tradition, the male is accompanied by his closest friends."
34,2,[Corridor],turbolift,Kirk,,"Thank you, Mister Spock."
34,2,[Corridor],turbolift,Spock,,I also request McCoy accompany me.
34,2,[Corridor],turbolift,Mccoy,,"I shall be honoured, sir."
34,2,[Corridor],bridge,Uhura,,"Captain. We're standing by on Vulcan hailing frequencies, sir."
34,2,[Corridor],bridge,Kirk,,"Open the channel, Lieutenant. Vulcan Space Central, this is the USS Enterprise requesting permission to assume standard orbit."
34,2,[Corridor],bridge,Vulcan,,"USS Enterprise from Vulcan Space Central. Permission granted. And from all of Vulcan, welcome. Is Commander Spock with you?"
34,2,[Corridor],bridge,Spock,,This is Spock.
34,2,[Corridor],bridge,Vulcan,,"Standby to activate your central viewer, please."
34,2,[Corridor],bridge,,Nurse Chapel enters.,
34,2,[Corridor],bridge,Chapel,,"Doctor, what's going on?"
34,2,[Corridor],bridge,,The viewscreen lights up with the image of a very beautiful woman.,
34,2,[Corridor],bridge,T'Pring,,"Spock, it is I."
34,2,[Corridor],bridge,Spock,,"T'Pring, parted from me and never parted, never and always touching and touched. We meet at the appointed place."
34,2,[Corridor],bridge,T'Pring,,"Spock, parted from me and never parted, never and always touching and touched. I await you."
34,2,[Corridor],bridge,Uhura,,"She's lovely, Mister Spock. Who is she?"
34,2,[Corridor],bridge,Spock,,She is T'Pring. My wife.
34,2,[Corridor],vulcan,,"The trio have beamed down onto a very red planet. Sky, ground, all shades of hot orange-red. Spock leads them into an area marked out by stone structures.",
34,2,[Corridor],vulcan,Spock,,"This is the land of my family. It has been held by us for more than two thousand Earth years. This is our place of Koon-ut-kal-if-fee,"
34,2,[Corridor],vulcan,Mccoy,,He called it Koon-ut what?
34,2,[Corridor],vulcan,Kirk,,"He described it to me as meaning marriage or challenge. In the distant past, Vulcans killed to win their mates."
34,2,[Corridor],vulcan,Mccoy,,And they still go mad at this time. Perhaps the price they pay for having no emotions the rest of the time.
34,2,[Corridor],vulcan,Kirk,,It's lovely. I wish the breeze were cooler.
34,2,[Corridor],vulcan,Mccoy,,Yeah. Hot as Vulcan. Now I understand what that phrase means.
34,2,[Corridor],vulcan,Kirk,,The atmosphere is thinner than Earth.
34,2,[Corridor],vulcan,,Spock strikes a gong.,
34,2,[Corridor],vulcan,Mccoy,,I wonder when his T'Pring arrives.
34,2,[Corridor],vulcan,Spock,,The marriage party approaches. I hear them.
34,2,[Corridor],vulcan,Kirk,,Marriage party? You said T'Pring was your wife.
34,2,[Corridor],vulcan,Spock,,"By our parents' arrangement. A ceremony while we were but seven years of age. Less than a marriage but more than a betrothal. One touches the other in order to feel each other's thoughts. In this way our minds were locked together, so that at the proper time, we would both be drawn to Koon-ut-kal-if-fee."
34,2,[Corridor],vulcan,,"A jingling sound gets louder, and Spock strikes the gong again. Two men enter shaking contraptions with lots of bells, followed by a woman carried on a chair. T'Pring and others come behind her.",
34,2,[Corridor],vulcan,Kirk,,"Bones, you know who that is? T'Pau. The only person to ever turn down a seat on the Federation Council."
34,2,[Corridor],vulcan,Mccoy,,T'Pau. Officiating at Spock's wedding?
34,2,[Corridor],vulcan,Kirk,,He never mentioned that his family was this important.
34,2,[Corridor],vulcan,,"T'Pau's chair is placed on a dais, and Spock greets her. She gives him a quick mind-meld.",
34,2,[Corridor],vulcan,T'Pau,,"Spock, are our ceremonies for outworlders?"
34,2,[Corridor],vulcan,Spock,,They are not outworlders. They are my friends. I am permitted this.
34,2,[Corridor],vulcan,,She gestures for them to approach.,
34,2,[Corridor],vulcan,Spock,,This is Kirk.
34,2,[Corridor],vulcan,Kirk,,Ma'am.
34,2,[Corridor],vulcan,T'Pau,,And thee are called?
34,2,[Corridor],vulcan,Mccoy,,"Leonard McCoy, ma'am."
34,2,[Corridor],vulcan,T'Pau,,Thee names these out worlders friends. How does thee pledge their behaviour?
34,2,[Corridor],vulcan,Spock,,"With my life, T'Pau."
34,2,[Corridor],vulcan,T'Pau,,"What they are about to see comes down from the time of the beginning, without change. This is the Vulcan heart. This is the Vulcan soul. This is our way. Kah-if-farr."
34,2,[Corridor],vulcan,,"Spock is about to strike the gong again, when T'Pring intervenes.",
34,2,[Corridor],vulcan,T'Pring,,Kal-if-fee!
34,2,[Corridor],vulcan,Kirk,,What is it? What happened?
34,2,[Corridor],vulcan,T'Pau,,She chooses the challenge.
34,2,[Corridor],vulcan,Mccoy,pointing at T'Pau's bodyguard,With him?
34,2,[Corridor],vulcan,T'Pau,,He acts only if cowardice is seen. She will choose her champion.
34,2,[Corridor],vulcan,Kirk,,Spock?
34,2,[Corridor],vulcan,T'Pau,,"Do not attempt to speak with him, Kirk. He is deep in the plak-tow, the blood fever. He will not speak with thee again until he has passed through what is to come. If thee wishes to depart, thee may leave now."
34,2,[Corridor],vulcan,Kirk,,We'll stay.
34,2,[Corridor],vulcan,T'Pau,,Spock chose his friends well.
34,2,[Corridor],vulcan,Mccoy,,"Ma'am, I don't understand. Are you trying to say that she rejected him? That she doesn't want him?"
34,2,[Corridor],vulcan,T'Pau,,"He will have to fight for her. It is her right. T'Pring, thee has chosen the kal-if-fee, the challenge. Thee are prepared to become the property of the victor?"
34,2,[Corridor],vulcan,T'Pring,,I am prepared.
34,2,[Corridor],vulcan,T'Pau,,"Spock, does thee accept the challenge according to our laws and customs?"
34,2,[Corridor],vulcan,,A single nod. T'Pring looks at the young man who followed her in.,
34,2,[Corridor],vulcan,Kirk,,Think Spock can take him?
34,2,[Corridor],vulcan,Mccoy,,I doubt it. Not in his present condition.
34,2,[Corridor],vulcan,T'Pau,,"T'Pring, thee will choose thy champion."
34,2,[Corridor],vulcan,T'Pring,,"As it was in the dawn of our days, as it is today, as it will be for all tomorrows, I make my choice. This one."
34,2,[Corridor],vulcan,,She steps past the expectant Stonn and points at Kirk.,
34,2,[Corridor],vulcan,Stonn,,No! I am to be the one. It was agreed.
34,2,[Corridor],vulcan,T'Pau,,Be silent.
34,2,[Corridor],vulcan,Stonn,,Hear me. I have made the ancient claim. I claim the right. The woman is
34,2,[Corridor],vulcan,T'Pau,,Kroykah!
34,2,[Corridor],vulcan,Stonn,,I ask forgiveness.
34,2,[Corridor],vulcan,T'Pau,,"Kirk? T'Pring is within her rights, but our laws and customs are not binding on thee. Thee are free to decline with no harm on thyself."
34,2,[Corridor],vulcan,Spock,,T'Pau.
34,2,[Corridor],vulcan,T'Pau,,Thee speaks?
34,2,[Corridor],vulcan,Spock,,My friend does not understand.
34,2,[Corridor],vulcan,T'Pau,,"The choice has been made, Spock. It is up to him now."
34,2,[Corridor],vulcan,Spock,,"He does not know. I will do what I must, T'Pau, but not with him! His blood does not burn. He is my friend!"
34,2,[Corridor],vulcan,T'Pau,,It is said thy Vulcan blood is thin. Are thee Vulcan or are thee human?
34,2,[Corridor],vulcan,Spock,,"I burn, T'Pau. My eyes are flame. My heart is flame. Thee has the power, T'Pau. In the name of my fathers, forbid. Forbid! T'Pau. I plead with thee! I beg!"
34,2,[Corridor],vulcan,T'Pau,,Thee has prided thyself on thy Vulcan heritage. It is decided.
34,2,[Corridor],vulcan,Kirk,,What happens to Spock if I decline?
34,2,[Corridor],vulcan,T'Pau,,"Another champion will be selected. Do not interfere, Kirk. Keep thy place."
34,2,[Corridor],vulcan,Mccoy,,"You can't do it, Jim."
34,2,[Corridor],vulcan,Kirk,,I can't?
34,2,[Corridor],vulcan,Mccoy,,No. She said their laws and customs were not binding on you.
34,2,[Corridor],vulcan,Kirk,,And you said Spock might not be able to handle him. If I can knock Spock out without really hurting him
34,2,[Corridor],vulcan,Mccoy,,"In this climate? If the heat doesn't get you, the thin air will. You can't do it!"
34,2,[Corridor],vulcan,Kirk,,"If I get into any trouble, I'll quit. And Spock wins, and honour is satisfied."
34,2,[Corridor],vulcan,Mccoy,,"Jim, listen, if you"
34,2,[Corridor],vulcan,Kirk,,"Bones. He's my first officer and my friend. I disregarded Starfleet orders to bring him here. Another thing, that's T'Pau of Vulcan. All of Vulcan in one package. How can I back out in front of her?"
34,2,[Corridor],vulcan,T'Pau,,"It is done. Kirk, decide."
34,2,[Corridor],vulcan,Kirk,,I accept the challenge.
34,2,[Corridor],vulcan,T'Pau,,"Here begins the act of combat for possession of the woman, T'Pring. As it was at the time of the beginning, so it is now. Bring forth the lirpa."
34,2,[Corridor],vulcan,,"They are presented with wicked-looking half moon blades set in a wooden shaft, with a counterweight at the other end.",
34,2,[Corridor],vulcan,T'Pau,,"If both survive the lirpa, combat will continue with the ahn woon."
34,2,[Corridor],vulcan,Kirk,,"What do you mean, if both survive?"
34,2,[Corridor],vulcan,T'Pau,,This combat is to the death.
34,2,[Corridor],vulcan,Kirk,,"Now wait a minute, ma'am. Who said anything about a fight to the death?"
34,2,[Corridor],vulcan,Mccoy,,These men are friends. To force them to fight until one of them is killed
34,2,[Corridor],vulcan,T'Pau,,I can forgive such a display only once. Challenge was given and lawfully accepted. It has begun. Let no one interfere.
34,2,[Corridor],vulcan,,"And so the fight begins, first with a trial of brute strength, then a good swing by Spock slices open Kirk's tunic and cuts his chest. It is clear that the first officer will kill his captain, given the chance. When Kirk is down and unarmed, Spock goes in for the final blow.",
34,2,[Corridor],vulcan,Mccoy,,Spock! No!
34,2,[Corridor],vulcan,,"And Kirk rolls away just in time, then disarms Spock.",
34,2,[Corridor],vulcan,T'Pau,,Kroykah!
34,2,[Corridor],vulcan,Mccoy,,Is this Vulcan chivalry? The air's too hot and thin for Kirk. He's not used to it.
34,2,[Corridor],vulcan,T'Pau,,The air is the air. What can be done?
34,2,[Corridor],vulcan,Mccoy,holding up a hypo,I can compensate for the atmosphere and the temperature with this. At least it'll give Kirk a fighting chance.
34,2,[Corridor],vulcan,T'Pau,,Thee may proceed.
34,2,[Corridor],vulcan,Mccoy,,"You're going to have to kill him, Jim."
34,2,[Corridor],vulcan,Kirk,,"Kill Spock? That's not what I came to Vulcan for, is it? What's that?"
34,2,[Corridor],vulcan,Mccoy,,It's a tri-ox compound. It'll help you breathe. Now be careful!
34,2,[Corridor],vulcan,Kirk,,Sound medical advice.
34,2,[Corridor],vulcan,T'Pau,,The ahn woon.
34,2,[Corridor],vulcan,,"The bells sound, and both men are given long straps with weights and tassels on the ends. Spock demonstrates it use by lassoing Kirk's legs and knocking him down with it before holding it in the middle to use first as a flail, and finally to strangle his opponent.",
34,2,[Corridor],vulcan,T'Pau,,Kroykah!
34,2,[Corridor],vulcan,Narrator,,"MCCOY; Get your hands off of him, Spock! He's finished. He's dead."
34,2,[Corridor],vulcan,T'Pau,,I grieve with thee.
34,2,[Corridor],vulcan,Mccoy,,McCoy to Enterprise.
34,2,[Corridor],vulcan,Uhura,,Enterprise. Lieutenant Uhura here.
34,2,[Corridor],vulcan,Mccoy,,"Have the transporter room stand by to beam up the landing party. (ends communication) As strange as it may seem, Mister Spock, you're in command now. Any orders?"
34,2,[Corridor],vulcan,Spock,,Yes. I'll follow you up in a few minutes. You will instruct Mister Chekov to plot a course for the nearest Starbase where I must surrender myself to the authorities. (the sound of a transporter off screen) T'Pring. Explain.
34,2,[Corridor],vulcan,T'Pring,,Specify.
34,2,[Corridor],vulcan,Spock,,"Why the challenge, and why you chose my captain as your champion."
34,2,[Corridor],vulcan,T'Pring,,"Stonn wanted me, I wanted him."
34,2,[Corridor],vulcan,Spock,,I see no logic in preferring Stonn over me.
34,2,[Corridor],vulcan,T'Pring,,"You have become much known among our people, Spock. Almost a legend. And as the years went by, I came to know that I did not want to be the consort of a legend. But by the laws of our people, I could only divorce you by the kal-if-fee. There was also Stonn, who wanted very much to be my consort, and I wanted him. If your Captain were victor, he would not want me, and so I would have Stonn. If you were victor you would free me because I had dared to challenge, and again I would have Stonn. But if you did not free me, it would be the same. For you would be gone, and I would have your name and your property, and Stonn would still be there."
34,2,[Corridor],vulcan,Spock,,Logical. Flawlessly logical.
34,2,[Corridor],vulcan,T'Pring,,I am honoured.
34,2,[Corridor],vulcan,Spock,,"Stonn. She is yours. After a time, you may find that having is not so pleasing a thing after all as wanting. It is not logical, but it is often true. Spock here. Stand by to beam up. Live long, T'Pau, and prosper."
34,2,[Corridor],vulcan,T'Pau,,"Live long and prosper, Spock."
34,2,[Corridor],vulcan,Spock,,I shall do neither. I have killed my captain and my friend. Energize.
34,2,[Corridor],sickbay,Spock,,"Doctor, I shall be resigning my commission immediately, of course."
34,2,[Corridor],sickbay,Mccoy,,"Spock, I"
34,2,[Corridor],sickbay,Spock,,So I would appreciate your making the final arrangements.
34,2,[Corridor],sickbay,Mccoy,,"Spock, I"
34,2,[Corridor],sickbay,Spock,,"Doctor, please, let me finish. There can be no excuse for the crime of which I'm guilty. I intend to offer no defence. Furthermore, I shall order Mister Scott to take immediate command of this vessel."
34,2,[Corridor],sickbay,Kirk,,Don't you think you better check with me first?
34,2,[Corridor],sickbay,Spock,,Captain! Jim!
34,2,[Corridor],sickbay,,"There's a big, big grin across his face, which fades when McCoy and Chapel's own smiles are noticed",
34,2,[Corridor],sickbay,Spock,,"I'm pleased to see you, Captain. You seem uninjured. I am at something of a loss to understand it, however."
34,2,[Corridor],sickbay,Kirk,,"Blame McCoy. That was no tri-ox compound he shot me with. He slipped in a neural paralyser. Knocked me out, simulated death."
34,2,[Corridor],sickbay,Spock,,Indeed.
34,2,[Corridor],sickbay,Mccoy,,"Nurse, would you mind, please?"
34,2,[Corridor],sickbay,,Chapel leaves in a slight huff.,
34,2,[Corridor],sickbay,Mccoy,,"Spock, what happened down there? The girl? The wedding?"
34,2,[Corridor],sickbay,Spock,,"Ah, yes, the girl. Most interesting. It must have been the combat. When I thought I had killed the captain, I found I had lost all interest in T'Pring. The madness was gone."
34,2,[Corridor],sickbay,,Intercom whistle,
34,2,[Corridor],sickbay,Kirk,,Kirk here.
34,2,[Corridor],bridge,Uhura,,"Captain Kirk. Message from Starfleet Command, top priority."
34,2,[Corridor],sickbay,Kirk,,"Relay it, Lieutenant."
34,2,[Corridor],bridge,Uhura,,Response to T'Pau's request for diversion of Enterprise to planet Vulcan
34,2,[Corridor],sickbay,Uhura,,"Hereby approved. Any reasonable delay granted. Komack, Admiral, Starfleet Command."
34,2,[Corridor],sickbay,Kirk,,"Well, a little late, but I'm glad they're seeing it our way. How about that T'Pau? They couldn't turn her down. Mister Chekov, lay in a course for Altair Six. Leave orbit when ready. Kirk out."
34,2,[Corridor],sickbay,Mccoy,,"There's just one thing, Mister Spock. You can't tell me that when you first saw Jim alive that you weren't on the verge of giving us an emotional scene that would have brought the house down. ."
34,2,[Corridor],sickbay,Spock,,Merely my quite logical relief that Starfleet had not lost a highly proficient captain.
34,2,[Corridor],sickbay,Kirk,,"Yes, Mister Spock. I understand."
34,2,[Corridor],sickbay,Spock,,"Thank you, Captain."
34,2,[Corridor],sickbay,Mccoy,,"Of course, Mister Spock, your reaction was quite logical."
34,2,[Corridor],sickbay,Spock,,"Thank you, Doctor."
34,2,[Corridor],sickbay,Mccoy,,In a pig's eye!
34,2,[Corridor],sickbay,Kirk,,"Come on, Spock. Let's go mind the store."
35,2,The Doomsday Machine,bridge,,"Plenty of security around, and a blonde woman instead of Uhura at communications.",
35,2,The Doomsday Machine,bridge,Palmer,,The distress call definitely came from one of the solar systems in this sector.
35,2,The Doomsday Machine,bridge,Kirk,,"Can you pinpoint it any closer, Lieutenant?"
35,2,The Doomsday Machine,bridge,Palmer,,"Negative. It was so badly garbled all we got was the name Constellation, then we lost it."
35,2,The Doomsday Machine,bridge,Sulu,,"Sir, we're now within the limits of System L-370, but I can't seem to locate"
35,2,The Doomsday Machine,bridge,Spock,,"Captain, sensors show this entire solar system has been destroyed. Nothing left but rubble and asteroids."
35,2,The Doomsday Machine,bridge,Kirk,,But that's incredible. The star in this system is still intact. Only a nova could destroy like that.
35,2,The Doomsday Machine,bridge,Spock,,"Nonetheless, Captain, sensors show nothing but debris where we charted seven planets last year."
35,2,The Doomsday Machine,bridge,Kirk,,Continue a search pattern.
35,2,The Doomsday Machine,bridge,Sulu,,"Aye, aye, sir."
35,2,The Doomsday Machine,bridge,,Later.,
35,2,The Doomsday Machine,bridge,Sulu,,"Entering limits of System L-374, sir. Scanners show the same evidence of destruction."
35,2,The Doomsday Machine,bridge,Kirk,,Every solar system in this sector blasted to rubble and still no sign of the Constellation. Matt Decker's in command. What could have happened to him?
35,2,The Doomsday Machine,bridge,Spock,,"Captain, the two inner most planets of this system appear to be intact."
35,2,The Doomsday Machine,bridge,Palmer,,"Sir, I'm picking up a ship's disaster beacon."
35,2,The Doomsday Machine,bridge,Kirk,,"Try to raise it, Lieutenant."
35,2,The Doomsday Machine,bridge,Spock,,"I have it on the sensors, Captain. By configuration, a starship stopped in space. She appears to be drifting."
35,2,The Doomsday Machine,bridge,Palmer,,"No answer, Captain. All I get is the automatic beacon."
35,2,The Doomsday Machine,bridge,Spock,,Sensors not recording normal energy output.
35,2,The Doomsday Machine,bridge,Kirk,,"Approach course, Mister Sulu."
35,2,The Doomsday Machine,bridge,,They arrive at a ship hanging crookedly in space. It looks identical to Enterprise.,
35,2,The Doomsday Machine,bridge,Kirk,,It's the Constellation. Look at that.
35,2,The Doomsday Machine,bridge,Spock,,She may have been wrecked by whatever destroyed these solar systems.
35,2,The Doomsday Machine,bridge,Kirk,,She was attacked. Red alert! Red alert! Man your battle stations!
35,2,The Doomsday Machine,bridge,Palmer,,Red alert. Red alert. Man your battle stations.
35,2,The Doomsday Machine,bridge,Kirk,,Mister Sulu?
35,2,The Doomsday Machine,bridge,Sulu,,"All phaser banks manned and ready, sir."
35,2,The Doomsday Machine,bridge,Kirk,,Very good. Initiate a full sensor scan of the immediate area for any other vessel.
35,2,The Doomsday Machine,bridge,Sulu,,"Aye, sir."
35,2,The Doomsday Machine,bridge,Kirk,,Lieutenant Palmer.
35,2,The Doomsday Machine,bridge,Palmer,,"I can't raise the Constellation, sir. I'm still getting the distress beacon, but there's heavy subspace interference. It's almost blocking the signal."
35,2,The Doomsday Machine,bridge,Kirk,,"Keep trying. Mister Spock, full evaluation of the damage to the Constellation."
35,2,The Doomsday Machine,bridge,Spock,,"All power plants dead, reserve energy banks operative at a very low power level."
35,2,The Doomsday Machine,bridge,Kirk,,Life support systems?
35,2,The Doomsday Machine,bridge,Spock,,Also operative at a low power level. The entire Bridge is damaged and uninhabitable. The rest of the ship seems able to sustain life.
35,2,The Doomsday Machine,bridge,Kirk,,Radiation levels?
35,2,The Doomsday Machine,bridge,Spock,,"Normal, but subspace interference makes readings difficult."
35,2,The Doomsday Machine,bridge,Sulu,,"No other vessels in the area, Captain. All scanners show clear."
35,2,The Doomsday Machine,bridge,Kirk,,"All hands, go to Yellow Alert. Stand by battle stations. Lieutenant, have Doctor McCoy, Mister Scott, and a damage control party report to me in the transporter room."
35,2,The Doomsday Machine,bridge,Palmer,,"Aye, aye, sir."
35,2,The Doomsday Machine,bridge,Kirk,,"We're going to board her. Mister Spock, you're in command."
35,2,The Doomsday Machine,bridge,Spock,,Acknowledged.
35,2,The Doomsday Machine,constellation corridor,,"The name ship for the Constellation-class is a mess, with chunks blown out of her nacelles and saucer. Inside, pipes are hanging down, twisted.",
35,2,The Doomsday Machine,constellation corridor,Washburn,,Radiation level normal. Atmospheric pressure eleven pounds per square inch.
35,2,The Doomsday Machine,constellation corridor,Crewman,,"Filtration systems are out, sir."
35,2,The Doomsday Machine,constellation corridor,Scott,,"The whole communication system looks to be shorted out, too, sir."
35,2,The Doomsday Machine,constellation corridor,Kirk,,"Scotty, check the phaser banks. See if they've been fired. Bones, you come with me."
35,2,The Doomsday Machine,constellation corridor,Scott,,"Come along, lads."
35,2,The Doomsday Machine,constellation corridor,,They head down a ladder while McCoy and Kirk walk off.,
35,2,The Doomsday Machine,constellation engineering,Washburn,,What a mess.
35,2,The Doomsday Machine,constellation room,Kirk,,"No clutter, no half-empty cups of coffee. Whatever happened didn't happen without a warning."
35,2,The Doomsday Machine,constellation engineering,Washburn,,"What do you think did it, sir?"
35,2,The Doomsday Machine,constellation engineering,Scott,,"I don't know, lad. But I want a full structural and control damage check, and I'm going to have a look at those engines."
35,2,The Doomsday Machine,constellation room,Kirk,,"The crew wasn't abducted, they just left. Kirk to Enterprise."
35,2,The Doomsday Machine,constellation room,Spock,,"Enterprise, Spock here."
35,2,The Doomsday Machine,constellation room,Kirk,,"No survivors, no bodies either."
35,2,The Doomsday Machine,bridge,Kirk,,Is it possible they could have beamed down to one of the two planets?
35,2,The Doomsday Machine,bridge,Spock,,"Improbable, Captain. The surface temperature of the inner planet is that of molten lead. The other has an atmosphere poisonous to human life."
35,2,The Doomsday Machine,constellation room,Kirk,,We'll continue our search. Kirk out.
35,2,The Doomsday Machine,constellation corridor,,Scott returns to the beam-in point.,
35,2,The Doomsday Machine,constellation corridor,Scott,,"Captain, I've checked the engines. The warp drive is a hopeless pile of junk. The impulse engines are not too badly off. We ought to be able to do something with them."
35,2,The Doomsday Machine,constellation corridor,Kirk,,Phaser banks?
35,2,The Doomsday Machine,constellation corridor,Scott,,Exhausted. They didn't give up without a battle.
35,2,The Doomsday Machine,constellation corridor,Kirk,,But where are they? I can't imagine a man like Matt Decker abandoning ship while his life support systems were still operative.
35,2,The Doomsday Machine,constellation corridor,Scott,,Computer system is still intact. We can playback the duplicate Captain's Log from the auxiliary control room.
35,2,The Doomsday Machine,constellation corridor,,"They head off, then Kirk spots a man at a desk in a room.",
35,2,The Doomsday Machine,constellation auxiliary control,,"The man is conscious but dazed, stunned.",
35,2,The Doomsday Machine,constellation auxiliary control,Kirk,,"Matt. Matt, it's Jim Kirk."
35,2,The Doomsday Machine,constellation auxiliary control,Mccoy,,Commodore? Commodore Decker? (he injects him)
35,2,The Doomsday Machine,constellation auxiliary control,Kirk,,Matt? Matt.
35,2,The Doomsday Machine,constellation auxiliary control,Decker,,Kirk. It's Jim Kirk.
35,2,The Doomsday Machine,constellation auxiliary control,Kirk,,"What happened to your ship, Matt?"
35,2,The Doomsday Machine,constellation auxiliary control,Decker,,"A ship. Attacked. That, that thing."
35,2,The Doomsday Machine,constellation auxiliary control,Kirk,,What thing? What was it?
35,2,The Doomsday Machine,constellation auxiliary control,Decker,,That
35,2,The Doomsday Machine,constellation auxiliary control,Kirk,,"Answer me! What was it? What happened, Matt?"
35,2,The Doomsday Machine,constellation auxiliary control,Mccoy,,"Jim, give him a minute. He's in a state of shock."
35,2,The Doomsday Machine,constellation auxiliary control,Scott,,"Ready with the duplicate log, sir."
35,2,The Doomsday Machine,constellation auxiliary control,Kirk,,Go.
35,2,The Doomsday Machine,constellation auxiliary control,Decker,,"Captain's log, stardate 4202.1. Exceptionally heavy subspace interference still prevents our contacting Starfleet to inform them of the destroyed solar systems we have encountered. We are now entering system L-374. Science Officer Masada reports the fourth planet seems to be breaking up. We are going to investigate."
35,2,The Doomsday Machine,constellation auxiliary control,Kirk,,"The fourth planet. Only two left now. Scotty, pull the microtapes from the sensor memory banks and beam them aboard to Spock. I want a full analysis, a complete report of what happened when they went in on that planet."
35,2,The Doomsday Machine,constellation auxiliary control,Decker,,We tried to contact Starfleet. No one heard. No one! We couldn't run.
35,2,The Doomsday Machine,constellation auxiliary control,Kirk,,What happened to your crew?
35,2,The Doomsday Machine,constellation auxiliary control,Decker,,"Oh, I had to beam them down. We were dead. No power, our phasers useless. I stayed behind, the last man. The Captain, the last man aboard the ship. That's what you're supposed to do, isn't it? And then it hit again and the transporter went out. They were down there, and I'm up here."
35,2,The Doomsday Machine,constellation auxiliary control,Kirk,,What hit? What attacked you?
35,2,The Doomsday Machine,constellation auxiliary control,Decker,,"They say there's no devil, Jim, but there is. Right out of hell, I saw it."
35,2,The Doomsday Machine,constellation auxiliary control,Kirk,,"Matt, where's your crew?"
35,2,The Doomsday Machine,constellation auxiliary control,Decker,,On the third planet.
35,2,The Doomsday Machine,constellation auxiliary control,Kirk,,There is no third planet.
35,2,The Doomsday Machine,constellation auxiliary control,Decker,,"Don't you think I know that? There was, but not anymore. They called me. They begged me for help, four hundred of them. I couldn't. I couldn't. (breaks down in tears)"
35,2,The Doomsday Machine,constellation auxiliary control,Scott,,"Captain, Washburn has our report."
35,2,The Doomsday Machine,constellation auxiliary control,Kirk,,Go.
35,2,The Doomsday Machine,constellation auxiliary control,Washburn,,"We made a complete check on structural and control damage, sir. As far as we can tell, something crashed through the deflectors and knocked out the generators. Somehow the antimatter in the warp drive pods has been deactivated."
35,2,The Doomsday Machine,constellation auxiliary control,Kirk,,"Deactivated? Scotty, could some kind of general energy dampening field do that, and would the same type of thing account for the heavy subspace interference?"
35,2,The Doomsday Machine,constellation auxiliary control,Scott,,"Aye, that all adds up. But what sort of a thing could do all that?"
35,2,The Doomsday Machine,constellation auxiliary control,Decker,,"If you'd seen it, you'd know. The whole thing's a weapon. It must be."
35,2,The Doomsday Machine,constellation auxiliary control,Kirk,,What does it look like?
35,2,The Doomsday Machine,constellation auxiliary control,Decker,,"Well, it's miles long, with a maw that could swallow a dozen starships. It destroys planets, chops them into rubble."
35,2,The Doomsday Machine,constellation auxiliary control,Kirk,,"What is it, an alien ship? Or is it alive, or is it"
35,2,The Doomsday Machine,constellation auxiliary control,Decker,,Both or neither. I don't know.
